Posted Date,Letter Issue Date,Company Name,Warning Letter URL,Issuing Office,Subject
"<time datetime=""2021-05-07T14:00:00Z"">05/07/2021</time>
","<time datetime=""2021-05-06T04:00:00Z"">05/06/2021</time>
",Disinfect & Shield,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/disinfect-shield-613716-05062021,Center for Drug Evaluation and Research,Unapproved Drug Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-05-07T14:00:00Z"">05/07/2021</time>
","<time datetime=""2021-05-06T04:00:00Z"">05/06/2021</time>
",Covalon Technologies Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/covalon-technologies-inc-614350-05062021,Center for Drug Evaluation and Research,Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-05-06T19:00:00Z"">05/06/2021</time>
","<time datetime=""2021-05-06T04:00:00Z"">05/06/2021</time>
",Custom Vapes,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/custom-vapes-614558-05062021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-05-04T13:20:00Z"">05/04/2021</time>
","<time datetime=""2021-04-07T04:00:00Z"">04/07/2021</time>
",Unived Inc,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/unived-inc-611569-04072021,Office of Human and Animal Food Operations- West Division 5,New Drug/Misbranded
"<time datetime=""2021-05-04T13:20:00Z"">05/04/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
",Hanover Foods Corporation,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hanover-foods-corporation-612551-03262021,Division of Human and Animal Food Operations East II,Food Labeling/Misbranded
"<time datetime=""2021-05-04T13:20:00Z"">05/04/2021</time>
","<time datetime=""2021-03-30T04:00:00Z"">03/30/2021</time>
","George DeLallo Company, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/george-delallo-company-inc-612553-03302021,Division of Human and Animal Food Operations East II,Food Labeling/Misbranded
"<time datetime=""2021-05-04T13:20:00Z"">05/04/2021</time>
","<time datetime=""2021-03-30T04:00:00Z"">03/30/2021</time>
","Immune & Genetics Protocols, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/immune-genetics-protocols-llc-611042-03302021,"Office of Human and Animal Food Operations, East Division IV",New Drug/Misbranded
"<time datetime=""2021-05-04T13:20:00Z"">05/04/2021</time>
","<time datetime=""2021-04-15T04:00:00Z"">04/15/2021</time>
",NEM Advisors LLC / Shop & Save Market,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nem-advisors-llc-shop-save-market-613666-04152021,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2021-05-04T04:00:00Z"">05/04/2021</time>
","<time datetime=""2021-05-04T04:00:00Z"">05/04/2021</time>
",Dilip Ceramics Inc. dba Shivam Distributors,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dilip-ceramics-inc-dba-shivam-distributors-613332-05042021,Division of Southeast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2021-04-30T13:20:00Z"">04/30/2021</time>
","<time datetime=""2021-04-23T04:00:00Z"">04/23/2021</time>
","SIMPLYEJUICE, LLC d/b/a Simply E-Juice",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/simplyejuice-llc-dba-simply-e-juice-614415-04232021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-30T13:20:00Z"">04/30/2021</time>
","<time datetime=""2021-04-23T04:00:00Z"">04/23/2021</time>
",Smokecignals LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/smokecignals-llc-614414-04232021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-30T13:20:00Z"">04/30/2021</time>
","<time datetime=""2021-04-09T04:00:00Z"">04/09/2021</time>
",VaporBombCOM,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vaporbombcom-613741-04092021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-30T13:20:00Z"">04/30/2021</time>
","<time datetime=""2021-04-23T04:00:00Z"">04/23/2021</time>
",Smokin Fire Vapor,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/smokin-fire-vapor-614413-04232021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-30T13:20:00Z"">04/30/2021</time>
","<time datetime=""2021-04-09T04:00:00Z"">04/09/2021</time>
","Rocky Top Vapor, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/rocky-top-vapor-llc-614206-04092021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-30T13:20:00Z"">04/30/2021</time>
","<time datetime=""2021-04-09T04:00:00Z"">04/09/2021</time>
",B-X Vapor,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/b-x-vapor-614207-04092021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-27T13:20:00Z"">04/27/2021</time>
","<time datetime=""2021-04-15T04:00:00Z"">04/15/2021</time>
","K & K Distribution, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/k-k-distribution-inc-612767-04152021,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2021-04-27T13:20:00Z"">04/27/2021</time>
","<time datetime=""2021-04-20T04:00:00Z"">04/20/2021</time>
",Proper Nutrition Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/proper-nutrition-inc-612435-04202021,Human and Animal Food Division II East,"New Drug/Misbranded<br />
"
"<time datetime=""2021-04-27T13:20:00Z"">04/27/2021</time>
","<time datetime=""2021-04-08T04:00:00Z"">04/08/2021</time>
",Exela Pharma Sciences LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/exela-pharma-sciences-llc-611316-04082021,"Office of Pharmaceutical Quality Operations, Division II","Unapproved New Drug/Compounding/Misbranding<br />
"
"<time datetime=""2021-04-27T13:20:00Z"">04/27/2021</time>
","<time datetime=""2021-04-23T04:00:00Z"">04/23/2021</time>
",KV Liquids LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kv-liquids-llc-614424-04232021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-27T13:20:00Z"">04/27/2021</time>
","<time datetime=""2021-04-15T04:00:00Z"">04/15/2021</time>
",pharmacygeoff.md,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pharmacygeoffmd-614055-04152021,Center for Drug Evaluation and Research,"Finished Pharmaceuticals/Unapproved New Drug/Misbranded<br />
"
"<time datetime=""2021-04-27T13:20:00Z"">04/27/2021</time>
","<time datetime=""2021-04-13T04:00:00Z"">04/13/2021</time>
",Orphic Nutrition,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/orphic-nutrition-612470-04132021,Office of Human and Animal Food Operations –West Division 5,New Drug/Misbranded
"<time datetime=""2021-04-27T13:20:00Z"">04/27/2021</time>
","<time datetime=""2021-04-23T04:00:00Z"">04/23/2021</time>
",DIY Vapor Supply LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/diy-vapor-supply-llc-614404-04232021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-27T13:20:00Z"">04/27/2021</time>
","<time datetime=""2021-04-08T04:00:00Z"">04/08/2021</time>
",Groupe Cyrenne Inc. dba HomeoAnimal,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/groupe-cyrenne-inc-dba-homeoanimal-613008-04082021,Center for Veterinary Medicine,Unapproved New Animal Drug Products
"<time datetime=""2021-04-27T13:20:00Z"">04/27/2021</time>
","<time datetime=""2021-04-15T04:00:00Z"">04/15/2021</time>
","Joe Wise Pharmacy, Inc., dba Wise Pharmacy",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/joe-wise-pharmacy-inc-dba-wise-pharmacy-613927-04152021,Division of Pharmaceutical Quality Operations IV,Compounding Pharmacy/Adulterated Drug Products 
"<time datetime=""2021-04-27T13:20:00Z"">04/27/2021</time>
","<time datetime=""2021-04-23T04:00:00Z"">04/23/2021</time>
",Electric Freedom Inc dba Crown7,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/electric-freedom-inc-dba-crown7-614455-04232021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-27T13:20:00Z"">04/27/2021</time>
","<time datetime=""2021-04-05T04:00:00Z"">04/05/2021</time>
","American Specialty Pharmacy, Inc. dba ASP Cares",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/american-specialty-pharmacy-inc-dba-asp-cares-604003-04052021,"Office of Pharmaceutical Quality Operations, Division II",Compounding Pharmacy/Adulterated Drug Products 
"<time datetime=""2021-04-20T13:20:00Z"">04/20/2021</time>
","<time datetime=""2021-04-12T04:00:00Z"">04/12/2021</time>
","Hou Fu Biotech - Jiangsu Co., Ltd",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hou-fu-biotech-611644-jiangsu-co-ltd,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
"<time datetime=""2021-04-20T13:20:00Z"">04/20/2021</time>
","<time datetime=""2021-03-24T04:00:00Z"">03/24/2021</time>
",Sky Global Food Inc,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sky-global-food-inc-613090-03242021,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2021-04-16T18:00:00Z"">04/16/2021</time>
","<time datetime=""2021-04-16T04:00:00Z"">04/16/2021</time>
","Lucky's Convenience & Tobacco, LLC dba Lucky's Vape & Smoke Shop",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/luckys-convenience-tobacco-llc-dba-luckys-vape-smoke-shop-614158-04162021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-16T18:00:00Z"">04/16/2021</time>
","<time datetime=""2021-04-16T04:00:00Z"">04/16/2021</time>
",Luckys Vape & Smoke II,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/luckys-vape-smoke-ii-614299-04162021,Center for Tobacco Products,"Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded<br />
"
"<time datetime=""2021-04-16T13:00:00Z"">04/16/2021</time>
","<time datetime=""2021-04-15T04:00:00Z"">04/15/2021</time>
",Lucky's Vape Lounge LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/luckys-vape-lounge-llc-614059-04152021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-15T18:00:00Z"">04/15/2021</time>
","<time datetime=""2021-04-15T04:00:00Z"">04/15/2021</time>
",Nice Guys Distributing,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nice-guys-distributing-614147-04152021,Center for Tobacco Products,"Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded<br />
"
"<time datetime=""2021-04-15T17:00:00Z"">04/15/2021</time>
","<time datetime=""2021-03-24T04:00:00Z"">03/24/2021</time>
","Tresmonet Technologies, Inc., TM Testing, Inc. dba TM Technologies, Inc./TM Labs",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tresmonet-technologies-inc-tm-testing-inc-dba-tm-technologies-inctm-labs-610158-03242021,Center for Devices and Radiological Health,"Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)<br />
"
"<time datetime=""2021-04-15T17:00:00Z"">04/15/2021</time>
","<time datetime=""2021-03-25T04:00:00Z"">03/25/2021</time>
","Ikcon Investments, Inc dba Ikcon Medical",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ikcon-investments-inc-dba-ikcon-medical-609791-03252021,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-04-15T17:00:00Z"">04/15/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
",Fast Masks USA LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fast-masks-usa-llc-612088-03262021,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-04-15T17:00:00Z"">04/15/2021</time>
","<time datetime=""2021-03-18T04:00:00Z"">03/18/2021</time>
",Block Scientific,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/block-scientific-609533-03182021,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-04-15T17:00:00Z"">04/15/2021</time>
","<time datetime=""2021-04-06T04:00:00Z"">04/06/2021</time>
",Sethi Laboratories,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sethi-laboratories-611628-04062021,Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-04-14T14:00:00Z"">04/14/2021</time>
","<time datetime=""2021-04-13T04:00:00Z"">04/13/2021</time>
","Trinity Natural Health & Pain Management, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trinity-natural-health-pain-management-inc-614007-04132021,Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-04-13T13:20:00Z"">04/13/2021</time>
","<time datetime=""2021-04-09T04:00:00Z"">04/09/2021</time>
",Flavor Concepts LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/flavor-concepts-llc-614179-04092021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-13T13:20:00Z"">04/13/2021</time>
","<time datetime=""2021-04-05T04:00:00Z"">04/05/2021</time>
",Proquimes S A Productos Quimicos Especializados S.A.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/proquimes-s-productos-quimicos-especializados-sa-610069-04052021,Center for Drug Evaluation and Research,"CGMP/Active Pharmaceutical Ingredient (API)/Adulterated<br />
"
"<time datetime=""2021-04-13T13:20:00Z"">04/13/2021</time>
","<time datetime=""2021-04-01T04:00:00Z"">04/01/2021</time>
","Maison Terre, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/maison-terre-llc-610315-04012021,"Office of Pharmaceutical Quality Operations, Division II","Drug/Prepared, Packed or Held Under Insanitary Conditions/Adulterated<br />
"
"<time datetime=""2021-04-13T13:20:00Z"">04/13/2021</time>
","<time datetime=""2021-04-06T04:00:00Z"">04/06/2021</time>
","Jash International, Inc",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jash-international-inc-613878-04062021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-13T13:20:00Z"">04/13/2021</time>
","<time datetime=""2021-04-09T04:00:00Z"">04/09/2021</time>
",MYM Hidrominerales S.A. de C.V.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mym-hidrominerales-sa-de-cv-610066-04092021,Center for Drug Evaluation and Research,"Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated<br />
"
"<time datetime=""2021-04-13T13:20:00Z"">04/13/2021</time>
","<time datetime=""2021-04-09T04:00:00Z"">04/09/2021</time>
",Northwest Vapors LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/northwest-vapors-llc-614219-04092021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-13T13:20:00Z"">04/13/2021</time>
","<time datetime=""2021-04-09T04:00:00Z"">04/09/2021</time>
",Roque Plast S.A. de C.V.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/roque-plast-sa-de-cv-609492-04092021,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
"<time datetime=""2021-04-13T13:20:00Z"">04/13/2021</time>
","<time datetime=""2021-04-09T04:00:00Z"">04/09/2021</time>
",Oregon Vapor LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/oregon-vapor-llc-614196-04092021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-13T13:20:00Z"">04/13/2021</time>
","<time datetime=""2021-04-09T04:00:00Z"">04/09/2021</time>
",LJ's E-Smokes LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ljs-e-smokes-llc-614221-04092021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-13T13:20:00Z"">04/13/2021</time>
","<time datetime=""2021-04-09T04:00:00Z"">04/09/2021</time>
",Hi Lyfe Vaporz,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hi-lyfe-vaporz-614186-04092021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-13T13:20:00Z"">04/13/2021</time>
","<time datetime=""2021-04-09T04:00:00Z"">04/09/2021</time>
","Legend Vapor, Inc. d/b/a Legend Vapor",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/legend-vapor-inc-dba-legend-vapor-614222-04092021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-08T19:00:00Z"">04/08/2021</time>
","<time datetime=""2021-04-08T04:00:00Z"">04/08/2021</time>
",Xtreme Vapour,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/xtreme-vapour-614114-04082021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-08T19:00:00Z"">04/08/2021</time>
","<time datetime=""2021-04-08T04:00:00Z"">04/08/2021</time>
",Str8Vape,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/str8vape-614115-04082021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-08T14:00:00Z"">04/08/2021</time>
","<time datetime=""2021-04-07T04:00:00Z"">04/07/2021</time>
",Allure Imports,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/allure-imports-613211-04072021,Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-04-08T14:00:00Z"">04/08/2021</time>
","<time datetime=""2021-04-07T04:00:00Z"">04/07/2021</time>
",About Mineral,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/about-mineral-613984-04072021,Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-04-06T13:20:00Z"">04/06/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
",RPK Pharmaceuticals Inc.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/rpk-pharmaceuticals-inc-613400-03262021,Center for Drug Evaluation and Research,Failure to Comply with Drug Listing Requirements/Misbranded
"<time datetime=""2021-04-06T13:20:00Z"">04/06/2021</time>
","<time datetime=""2021-03-31T04:00:00Z"">03/31/2021</time>
","Neoingenium Labs, SA de CV",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/neoingenium-labs-sa-de-cv-610499-03312021,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
"<time datetime=""2021-04-06T13:20:00Z"">04/06/2021</time>
","<time datetime=""2021-03-29T04:00:00Z"">03/29/2021</time>
","IMAD International, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/imad-international-llc-613268-03292021,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP)
"<time datetime=""2021-04-05T18:00:00Z"">04/05/2021</time>
","<time datetime=""2021-04-05T04:00:00Z"">04/05/2021</time>
",Van Howling Enterprise LLC d/b/a Driftwood Vapor,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/van-howling-enterprise-llc-dba-driftwood-vapor-614067-04052021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-05T18:00:00Z"">04/05/2021</time>
","<time datetime=""2021-04-05T04:00:00Z"">04/05/2021</time>
",Super Vape'z,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/super-vapez-614054-04052021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-02T14:00:00Z"">04/02/2021</time>
","<time datetime=""2021-04-01T04:00:00Z"">04/01/2021</time>
","Natural Adventure, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/natural-adventure-llc-612267-04012021,Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19)
"<time datetime=""2021-04-01T13:45:00Z"">04/01/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
",Vapors Gold LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapors-gold-llc-614075-03262021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-01T13:45:00Z"">04/01/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
",Kealani Distribution LLC/Violet Vapor LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kealani-distribution-llcviolet-vapor-llc-614008-03262021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-04-01T13:45:00Z"">04/01/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
",Voltage Vapor Shop LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/voltage-vapor-shop-llc-614010-03262021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-30T18:00:00Z"">03/30/2021</time>
","<time datetime=""2021-03-30T04:00:00Z"">03/30/2021</time>
",The Juice Bar,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/juice-bar-613982-03302021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-16T04:00:00Z"">03/16/2021</time>
","Duoc Thao Tre Xanh, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/duoc-thao-tre-xanh-llc-611685-03162021,Division of Human and Animal Food Operations East IV,New Drug/Misbranded
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-23T04:00:00Z"">03/23/2021</time>
",Distribuidora Lagunera del Norte S.A. de C.V.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/distribuidora-lagunera-del-norte-sa-de-cv-610939-03232021,Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-16T04:00:00Z"">03/16/2021</time>
","Anna Health, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/anna-health-llc-613294-03162021,Division of Human and Animal Food Operations East IV,New Drug/Misbranded
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-19T04:00:00Z"">03/19/2021</time>
",Lipotriad LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lipotriad-llc-612206-03192021,Division of Human and Animal Food Operations East II,New Drug/Misbranded
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
",Morin Enterprises Inc. d/b/a Ecig Crib,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/morin-enterprises-inc-dba-ecig-crib-614011-03262021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-10T05:00:00Z"">03/10/2021</time>
",Trippo International LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trippo-international-llc-612586-03102021,Center for Food Safety and Applied Nutrition,Dietary Supplement/Adulterated
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
","Bouji Moj Oyeeb, Inc. d/b/a MasterMix E-Liquid",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bouji-moj-oyeeb-inc-dba-mastermix-e-liquid-613971-03262021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
",Nicoticket LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nicoticket-llc-613994-03262021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
",Planet Vapor,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/planet-vapor-613969-03262021,Center for Tobacco Products,"Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded<br />
"
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
",Kidney Puncher LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kidney-puncher-llc-613684-03262021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
"<time datetime=""2021-03-30T13:20:00Z"">03/30/2021</time>
","<time datetime=""2021-03-26T04:00:00Z"">03/26/2021</time>
",Grand Vapors,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/grand-vapors-613962-03262021,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded
